pubnub/chat-engine,codacy,2018-01-03T22:24:08Z,put these into travis secretsgit config --global user.email "github-ops-codacypubnub.com"git config --global user.name "pubnub bot",neutral
vvo/selenium-standalone,selenium,2015-01-02T05:25:51Z,rdepena i do not understand. what other url would you use to download selenium or chrome driver for example?selenium-standalone already supports setting a proxy for download (just set the proxy on your system or set env variables).,neutral
vvo/selenium-standalone,selenium,2015-01-02T10:55:00Z,callback notifying when selenium is ready to use,neutral
vvo/selenium-standalone,selenium,2015-01-02T10:57:36Z,wasnt particularly certain about whether it should maintain the var server = selenium() api as well as the callback one. i would get rid of the sync api as i always end up needing to go async at some point,neutral
nathanboktae/mocha-phantomjs,mocha,2015-10-12T16:33:20Z,nathanboktae following on from resource loading. is requirejs supported? i seem to have a problem with mocha not being initialised when running from the cli. but working fine in a browser.,negative
nathanboktae/mocha-phantomjs,mocha,2015-10-14T15:55:00Z,if the download bugs you. use `mocha-phantomjs-core` yourself directly.,neutral
nathanboktae/mocha-phantomjs,mocha,2015-10-22T23:35:13Z,see nathanboktae/mocha-phantomjs-core#9 for require.js stuff and comment there if you have questions. it should be fine though if you aren't using require.js to load mocha (but even then. you should get a different error.,positive
nathanboktae/mocha-phantomjs,mocha,2015-10-24T04:16:59Z,ah. the issue is actually nathanboktae/mocha-phantomjs-core#12. sorry about that.but do what it says and call `window.initmochaphantomjs()` before calling `mocha.setup` or other setup functions```window.initmochaphantomjs && window.initmochaphantomjs()mocha.setup('bdd') // or whatever. mocha.ui('tdd'). mocha.slow(). etc etc...```,neutral
nathanboktae/mocha-phantomjs,mocha,2015-11-01T04:02:10Z,phantomjs terminated with signal sigsegv. when i run "mocha-phantomjs -r dot /test/file.html"，it catch "phantomjs terminated with signal sigsegv". what caused this error？,neutral
mccormicka/Mockgoose,mocha,2015-07-29T10:56:37Z,aroman i just run into the same problem in the past few days. i am using jasmine for my tests. and for some tests i needed mongoose mocked while for others i needed the real thing. here is how i solved it: for the tests that i required mongoose mocked. i did the mocking in the `beforeall()`block and then i cleared the require cache for mongoose in the `afterall()` block. this way. when the next test is coming. mongoose is required again. and it's returned unmocked. like this:```describe('my_test' function() {    var mockgoose = require('mockgoose');    var mongoose;    beforeall(function() {        var mongoose = require('mongoose');        mockgoose(mongoose);    });    afterall(function() {        delete require.cache[require.resolve('mongoose')];    });    it('my first spec'. function() {        ...    });});```,negative
typicode/husky,standard,2017-04-22T07:38:25Z,why is your lint script returning 0? it will always pass in that case. you're basically throwing away the error code from standard. unless i am misunderstanding some aspect of shell scripting. which is very possible.,negative
typicode/husky,standard,2017-05-05T22:19:19Z,nevermind! i just had removed another precommit lib (`precommit-hook`) and had to remove all hooks `rm -f .git/hooks/*` and run `yarn add husky --dev --force` again. now all works fine!,positive
marionettejs/backbone.marionette,mocha,2014-09-13T18:53:14Z,is this really necessary? seems like `_.isfunction` and documentation gives you more than doing this kind of strict type checking.,negative
marionettejs/backbone.marionette,mocha,2014-09-13T20:52:03Z,yeah. i agree with thejameskyle. i don't think we need to pollute our helpers with li'l things like this. gonna close for now. thanks. though. paulovieira!,positive
marionettejs/backbone.marionette,mocha,2014-09-16T01:58:58Z,> is this really necessary? it is necessary for any property that accepts a class as the value (to have the alternative function-that-returns-a-class form). currently this happens in `collectionview` only. but would be useful for user-defined classes.for people new to backbone/marionette it is not obvious how to do this kind of verification. the previous issues where this subject has been discussed prove it. thus it makes sense to bring this into the codebase. imo.thanks anyway for considering it!,positive
auth0/lock,sauce,2016-07-19T13:32:36Z,temp split browser tests. for some reason. we can't run test for more than 3 browsers in saucelabs. we can run ie tests individually until we find a better solution. (couldn't find a way to give the zuul cmd more than one browser or an alternative .zuul.yml config file).,neutral
nteract/nteract,eslint,2016-08-16T01:38:45Z,bump eslint-plugin-jsx-a11y for peer dep,neutral
nteract/nteract,eslint,2016-08-16T03:38:32Z,woot :cactus:,neutral
nteract/nteract,eslint,2016-08-26T03:20:54Z,evergreen programming. bumped deps. added a eslintrc escape hatch for until we refactor a little bit.,neutral
nteract/nteract,eslint,2016-08-27T22:24:18Z,bump more deps. yay. came to bump spawnteract. noticed we could do with an `eslint` bump.,neutral
nteract/nteract,eslint,2016-08-28T21:48:49Z,^^ that's mostly addressing linting (function repeated. fix path to messaging. remove unused imports. put eslint config back).,neutral
jira-node/node-jira-client,eslint,2016-04-18T16:32:00Z,change from eslint-config-exchange-solutions to eslint-config-airbnb,neutral
jira-node/node-jira-client,eslint,2016-04-18T17:02:40Z,:shipit:,neutral
jira-node/node-jira-client,eslint,2016-04-28T14:28:12Z,my first question for you is. where are your unit tests?we also use editorconfig and eslint to ensure that the code is styled in a manner that is easily read and that it is consistent.  from you command line. you can run `npm run lint` to get a detailed output of any issues after running `npm install`.once you add the appropriate tests to the `/test/jira-tests.js` file (and ensure they pass with `npm run test` command). please squash your commits to one commit.  i will review this pull request again and if it's all good i will have no trouble bringing this in and getting it released for you.  my apologies. i had meant to get a contribution guide written up last week for this repo. but i haven't had the time.,negative
walmartlabs/eslint-config-walmart,eslint,2016-08-23T16:54:14Z,this project is just a set of json files and as such having large packages like eslint as a peer ep isn't a good fit. if this package were to be an actual linter or lint runner that might be a consideration.,neutral
walmartlabs/eslint-config-walmart,eslint,2016-08-24T19:00:18Z,tested using `eslint3` and works with no adjustments.,neutral
hoodiehq/hoodie,sauce,2014-03-03T11:18:05Z,looks good tho. just checking with the build to see why it's error'ing again.. probably down to saucelabs..,negative
hoodiehq/hoodie,karma,2013-10-30T12:04:30Z,testing: make coverage thingy optional. i'd like to run `node node_modules/karma/bin/karma start --no-single-run` without the coverage thingy minifying all the script files.,neutral
hoodiehq/hoodie,karma,2013-11-06T20:17:56Z,karma saucelabs. run karma build against multiple browsers on saucelabs.,neutral
vector-im/riot-web,standard,2016-11-15T11:31:19Z,elopio: that's not our standard stylesheet. are you using a custom userstyle?,neutral
vector-im/riot-web,standard,2016-11-18T09:56:10Z,ah right. actually i see the misalignment too. and the non-standard colours are probably coming from your room. will add it to the list to investigate.,neutral
vector-im/riot-web,eslint,2017-04-22T01:43:18Z,hm. by switching forward slashes for backwards slashes. doesn't this break things on unix in favour of working on windows?  or is there some voodoo happening to make it work on unix too that i'm missing?also. i'm not keen on some of the formatting changes here (or mixing them together with the functional bit of the commit) - the long lines have been deliberately broken up in places for aesthetic clarity.  (or has eslint bullied you into this?),negative
appium/appium,selenium,2014-08-19T17:00:13Z,perfect. thanks imurchie now "getcontexthandles()" returned: [native_app. webview_com.example.testecontext]but when i try to change the context "driver.context(contextname);" an exception occurs```org.openqa.selenium.webdriverexception: an unknown server-side error occurred while processing the command. (original error: did not get session redirect from chromedriver) (warning: the server did not provide any stacktrace information)```,neutral
appium/appium,selenium,2014-08-26T21:21:34Z,did you try using the built-in selenium client alert methods? fwiw. autoacceptalerts only works on ios. not android.,neutral
appium/appium,selenium,2014-09-10T06:49:15Z,how to scroll down a window in android native application using web driver command.. hi...i am trying to use java script scroll command to scroll the page while automating android mobile native application to scroll the window dowm .but i am getting error message :org.openqa.selenium.webdriverexception: not yet implemented. please help us:  you please tell me how to scroll down in android mobile native application using appium and selenium webdriver command.,negative
appium/appium,selenium,2014-09-10T14:45:44Z,appium shuts down as page load is not released. hi.i'm trying to execute test scripts on mobile chrome using appium in a hybrid selenium web driver framework. while doing so. encountered an error.some pages are not getting loaded fully during execution. this leads to following exception once after the 'newcommandtimeout' time limit it attained and appium shuts down .org.openqa.selenium.webdriverexception: an unknown server-side error occurred while processing the command. (warning: the server did not provide any stacktrace information)didn't get a new command in 180 secs. shutting down appiumplease provide solution for this.,negative
appium/appium,sauce,2014-06-24T13:42:14Z,also after testing on real device this code works fine. it only seems to be a problem when run on  a local emulator or  a saucelab's emulator,positive
jhipster/generator-jhipster,eslint,2016-07-24T20:40:24Z,fix eslint error. fix eslint error in social.state.js and social.state.ts,negative
jhipster/generator-jhipster,eslint,2016-07-24T20:41:16Z,fix eslint error. fix eslint error in social.state.js,negative
jhipster/generator-jhipster,karma,2017-04-23T17:33:02Z,and did you try what is being said. running:    npm run lint && karma start src/test/javascript/karma.conf.jsthis might be a karma test issue,neutral
jashkenas/underscore,eslint,2014-08-27T16:42:24Z,eslint is being a pain but tests pass. merging.,negative
marko-js/marko-widgets,karma,2015-04-07T04:44:57Z,karma-optimizer integration with marko-widgets,neutral
marko-js/marko-widgets,karma,2015-04-15T14:50:39Z,thanks for the pull request. pranavjha. as we discussed offline. it appears that karma is not really a good fit for _this_ project since it doesn't provide a very clean way to test pages rendered on the server. we're going to stick with mocha-phantomjs for now for this project. but i think karma-optimizer could be a great fit for testing web applications. thanks again!,positive
agda/agda-stdlib,standard,2018-03-18T17:38:37Z,what would a user of the standard library want to use them for?,neutral
agda/agda-stdlib,standard,2018-04-04T16:53:35Z,i was thinking about it for the last couple days. and i hope i got a better picture of this.i think it might not be the problem of this library (though it's indeed very nice if unsafe code can be extracted to submodules in the previously mentioned way). i do agree that it's going to be much better of. if the compiler can check the safety of every function. like matthewdaggitt suggested. one of the very important aspects of being able to do so. is to make tactics more realizable. since tactics are macros and based on yet another bunch of postulates. there is no way if a program is written by tactics and can be safe. however. the program built by tactics itself can be entirely safe; while on the other hand. one can indeed embed unsafe code via tactics as well.from that aspect. i believe adding such functionalities to the compiler will help largely to eliminate boring mechanical programming in agda. and that also means that it's more on what the compiler does. instead of what this particular library looks like.,positive
agda/agda-stdlib,standard,2018-04-05T08:49:46Z,> as per gallais' suggestion i generalized the if-dec-{true.false} lemmas and called them diag and antidiag respectively. since they now don't mention fin. i've moved them to relation.nullary.decidable. as it turns out. they're pretty similar to the fromwitness family of functions that is already there. but it would be enough hassle to make use of those that i think it's still worth including my new definitions.you probably won't need any of these proofs if you use patten matching directly in the definition of `swap`:``` agdaswap : ∀ {n} → fin n → fin n → fin n → fin nswap i j k with k ≟ i... | yes _ = j... | no  _ with k ≟ j...   | yes _ = i...   | no  _ = k```this form is much more in keeping with the style of the standard library as it preserves type information (the library tries to avoid `bool` where possible as it requires all sorts of the lemmas like `diag` and `antidiag` to recover the type information),negative
agda/agda-stdlib,standard,2018-04-11T12:46:26Z,agreed. these would be useful. i agree with the mailing list and jacquescarette though. they should be called `icong` and `icong₂`. drphil feel free to open a pull request. for when you do. just a friendly note that the standard library puts arrows at the end rather than the start of lines.,positive
agda/agda-stdlib,standard,2018-04-12T14:46:32Z,`--safe` + `--ignore-interfaces` is pretty reliable,positive
agda/agda-stdlib,standard,2018-04-12T15:08:16Z,on thu. apr 12. 2018 at 07:46:35am -0700. g. allais wrote:> `--safe` + `--ignore-interfaces` is pretty reliableexcept that it cannot be resumed easily if there is a crashbefore completion(most likely due to starting agda with insufficient heap space. which will in turn quite likely be due to hardware constraints...).admittadly. this should not be a problem for the standard library.but in general. removing all .agdai files is safer.,negative
agda/agda-stdlib,standard,2018-04-13T09:18:15Z,> i'm rapidly coming to the opinion that the `--safe` option currently doesn't provide anything much in the way of guarantees (either in-file or at the command line)the `--safe` feature was originally implemented by someone who is no longer contributing to agda. and it seems as if no regular developer is eager to maintain it. fixing the documented bugs related to `--safe` requires some work. but i think it should be doable for someone who is not intimately familiar with the internals of agda. contributions are welcome.,positive
agda/agda-stdlib,standard,2018-04-13T10:54:19Z,> there's also the question of using list-style foldr and foldl rather than the vec-style onesas in you think we should the vec-style ones as well? i've also been thinking of standardising the `folds`. i'll open an issue to discuss it.,neutral
agda/agda-stdlib,standard,2018-04-13T11:24:47Z,>>i'm rapidly coming to the opinion that the --safe option currently doesn't provide anything much in the way of guarantees (either in-file or at the command line)>> fixing the documented bugs related to --safe requires some work. but i think it should be doable for someone who is not intimately familiar with the internals of agda. contributions are welcome.while i would love to. i feel i already spend far too much of my time of my phd on internet routing protocols playing around with agda! sorry. i realise that my original comment perhaps came off as a complaint. it wasn't meant to be.,positive
agda/agda-stdlib,standard,2018-04-14T23:33:48Z,> disadvantages: performance gets even worse.i am astonished by the performance part. might i ask how important performance is. and how many people are relying on it? sorry about my ignorance...what about irrelevance? i've not seen the description in official doc. but from my understanding. this should be the secrete magic to tame the tradeoff between complex proof flow and performance. is it not?,negative
webdriverio/wdio-allure-reporter,mocha,2016-09-26T03:54:17Z,just-boris it is not just cucumber. i face same the issue which is reported above in mocha framework also,neutral
webdriverio/wdio-allure-reporter,mocha,2016-09-26T08:38:56Z,anarwal that's true.so. if you have example. how to reproduce this issue using mocha framework. welcome to #29 that issue will be focused on fixing integration with mocha.,neutral
linkeddata/rdflib.js,mocha,2017-04-07T16:28:22Z,this should do ```{  "extends": "standard".  "env": {    "mocha": true  }.  "globals": {    "tabulator": true.    "components": true  }.  "rules": {    "array-bracket-spacing": [      "error".      "always"    ].    "camelcase": "off".    "no-unused-vars": "warn"  }}```,neutral
linkeddata/rdflib.js,mocha,2017-04-07T16:52:35Z,the mocha env part and the warnings about the globals are handled in the standard: globals section of `package.json`.in the case of `testhelper.kb.statementsmatching(undefined. undefined. lit).should.not.be.undefined` considered unused -- which part of it does it complain about being unused? we're widely using chai with standard across most our libs. and hasn't been a problem. to enforcing array spacing. or silencing unused warnings.,neutral
jshint/jshint,jshint,2013-04-16T22:13:17Z,jshint crashes on `return throw new error()`. obviously `return throw new error()` is an illegal js statement. however. jshint fails to pick up on it. and fails to check the file as a result.to reproduce. simply run jshint against this file:```var func = function(){    return throw new error();}```,negative
jshint/jshint,jshint,2013-04-16T22:58:30Z,thanks niggler. and sorry. i still don't like tabs and tend to forget to set them up when editing jshint :-),positive
jshint/jshint,jshint,2013-04-17T18:12:43Z,there's already `jshint --verbose` that shows warning codes. could you re-do this pr for jslint_xml reporter only. please?,positive
jshint/jshint,jshint,2013-04-18T21:26:16Z,any chance of a release including this?,neutral
jshint/jshint,jshint,2013-04-24T16:43:20Z,here's a smaller test case:``` js/* jshint devel:false */console.log("foo");```when putting that in `a.js`. executing `./jshint a.js` unexpectedly does not result in an error.,negative
jshint/jshint,jshint,2013-04-24T18:06:55Z,...and the reason was that i had a `.jshintrc` higher up in the hierarchy which included `"node": true`.,neutral
jshint/jshint,jshint,2013-04-24T20:02:40Z,have you tried linting individual files? it's quite possible there's a particular file which jshint has trouble dealing with.,neutral
jshint/jshint,jshint,2013-04-24T22:52:02Z,not really for your issue. we're always open to documentation patches (see jshint/site repo)!,neutral
jshint/jshint,jshint,2013-04-25T16:46:50Z,can you give a bit more context about this bug?- try to pinpoint what line(s) of code makes it blow- give your `.jshintrc` configuration as well as `/* jshint: */` directives you may not include with your codeto fix a bug. we need enough context to be able to reproduce it and confirm it,negative
jshint/jshint,jshint,2013-04-26T19:13:14Z,indent:false triggers indent. .jshintrc:``` json{  "indent": false}```demo.js:``` javascriptfunction test() { sup();```running jshint against these fails will trigger an indentation warning which doesn't make sense since indent is set to false.,negative
jshint/jshint,jshint,2013-04-27T20:18:35Z,indent: true option for uniform input. it'd be nice to be able to specify `/* jshint indent: true */`and have jshint check that the file is indentented consistently.but without having to specify how many tabs/spaces you're using.,positive
jshint/jshint,jshint,2013-04-29T03:52:38Z,not a bad idea but this should be a thread on jshint mailing list. not a ticket. i prefer tickets to be immediately actionable.,negative
jshint/jshint,jshint,2013-04-30T14:03:02Z,ignore ...min.js files by default. i'd prefer that my results aren't polluted by files like `jquery-x.y.z.min.js` and `backbone-min.js`. so i've put this in my `.jshintignore`:```*.min.js*-min.js*/*.min.js*/*-min.js```could we ignore such files be default?,negative
jshint/jshint,jshint,2013-04-30T16:52:38Z,jshint searches for `.jshintignore` all the way up the tree until it hits the root. so if your files are under your home directory it should work fine.,positive
jshint/jshint,jshint,2013-04-30T16:53:47Z,i'd rather not enforce these restrictions. if someone happen to have a legitimate file that ends with `[-.]min.js` then we will have to implement unignore which complicates things even further.,negative
jshint/jshint,jshint,2013-04-30T17:31:50Z,ah. my syntax was slightly off. i needed to set my `~/.jshintignore` to:```node_modules*.min.js*-min.js*/*.min.js*/*-min.js```,negative
jshint/jshint,jshint,2013-05-01T16:52:35Z,how to ignore .min.js and -min.js files in all subdirectories?. i can eliminate a specific folder's minified js from jshint results by putting `<folder>/*[.-]min.js` in my project's `.jshintignore`. how can i eliminate all minified js from jshint results. no matter which subfolder or how deeply nested? i tried `*[.-]min.js`. `*/*[.-]min.js`. and `**[.-]min.js`. all without success.,negative
jshint/jshint,jshint,2013-05-01T17:02:14Z,since the matching is based on minimatch. i think it would be `**/*-min.js`,neutral
jshint/jshint,jshint,2013-05-01T17:15:37Z,nschonni works for me!,neutral
jshint/jshint,jshint,2013-05-01T17:22:53Z,feature: merge. don't overwrite. jshintignore rules up to top directory. i keep some general rules like `node_modules` in my `~/.jshintignore`. but these are overwritten by any project-local `.jshintignores`. could we change the behavior to merge rather than overwrite these rules?,neutral
jshint/jshint,jshint,2013-05-03T02:56:17Z,i don't know if this is older than this functionality. but i was just looking at the source. and the docs for jslint. and this could do the trick as well```/*jshint -w027*/```,negative
jshint/jshint,jshint,2013-05-03T02:58:13Z,the documentation says that sytax turns off those warnings everywhere. so i'm not sure if function scope works with those. also i would like to note another use case for this is the use of a preprocessor. it would be nice to be able to lint before and after preprocessing if you take the time to set jshint options. so far i'm going to try the approach i just mentioned.**update:** it is function scoped.,neutral
jshint/jshint,jshint,2013-05-03T17:30:15Z,okay. thanks jeff. :+1:,positive
jshint/jshint,jshint,2013-05-03T17:38:08Z,i think this is not the case on the newest jshint. but actually letting the reporter exit would allow them to be async.,neutral
jshint/jshint,jshint,2013-05-04T15:02:40Z,i basically added a bandaid patch to my patch. it works for more cases. but not all cases. the bigger issue is that scope-handling in jshint is split among at least two different systems. once that is unified. a lot of scope-related bugs will be a lot simpler to fix. and more robustly.---main point; this patch is better done after scope is unified. does closing and re-opening github pulls work currently? i'm seeing conflicting information on the net. so keeping it open for now.in the meantime. please ignore this pull until its next update.,negative
jshint/jshint,jshint,2013-05-05T23:36:21Z,make `jshint` behave like `jshint .`. `jshint` by itself is often misleading. printing no errors. can we make it behave by default like `jshint .` ?,negative
jshint/jshint,jshint,2013-05-05T23:37:45Z,no. jshint is not jslint. it used to be two years ago but not anymore.,neutral
jshint/jshint,jshint,2013-05-06T02:18:38Z,could you please be more specific as to why this should not be the default behavior?,neutral
jshint/jshint,jshint,2013-05-06T21:31:43Z,just about to send a pull request. but as a workaround in the meantime. you can just use `/*jshint opt: val*/` in your `~/.jshintrc`. as you can see. it's not a real `.jshintrc` file. i fell into the same trap when i first tried out `jshint.vim` today.,negative
jshint/jshint,jshint,2013-05-06T22:27:49Z,i believe that it's not clear which of strategies 2 and 3 will end up being the smaller change. since there is a lot of code in jshint that depends on the original system with `"(context)"` and so on. the only way to be sure is to do a rough implementation of each.---> and btw. a close request being nothing more than a special case of issue in github. i see no reason why you can't close and reopen it.in that case. i'll go ahead and close this pull temporarily until the scope issue is resolved.i'll open up another issue to handle the scope discussion.,negative
jshint/jshint,jshint,2013-05-06T22:43:23Z,i understand that jshint has diverged significantly from jslint. what i'm asking is. apart from jslint history. _why_ is making `jshint` with no options behave like `jshint .` less than an enhancement that makes jshint more intutive?,negative
jshint/jshint,jshint,2013-05-07T15:25:10Z,jshinting client-side code: 'window' is not defined. in web browsers. `window` is an automatically defined. global scope variable. how can we inform jshint that specific code files are designed for client side code? i think some syntax for `.jshintrc` would be good for this.,neutral
jshint/jshint,jshint,2013-05-07T15:25:42Z,antonkovalyov there was no mention of jslint in this issue until you mentioned it - maybe you misread something?,neutral
jshint/jshint,jshint,2013-05-07T15:49:38Z,> no. jshint is not jslint. it used to be two years ago but not anymore.--antonkovalyovcan someone please explain in terms _other than jslint_ why this enhancement would be anything other than a good idea?,neutral
jshint/jshint,jshint,2013-05-07T16:34:44Z,nschonni thanks!,positive
jshint/jshint,jshint,2013-05-07T16:55:50Z,ah yeah my mistake. for some reason i read it as `jshint` acting as `jslint .` oooops. as for the original suggestions. its not a very unix-ey way i think but i can be convinced otherwise.,negative
jshint/jshint,jshint,2013-05-07T17:39:29Z,antonkovalyov no worries :)when jshint is invoked by itself (`jshint`). it returns with no output. this behavior for `jshint .` indicates that no warnings were found in the code scanned. i think that a lot of people would instictively call `jshint` by itself. forgetting to give it arguments. and mistakenly believe their code to be passing.so i think we should either consider making `jshint` behave like `jshint .` by default. or make `jshint` print its usage statement as if it were called with `-h`.,negative
jshint/jshint,jshint,2013-05-08T04:29:29Z,comma operator not understood as single expression. using the comma operator (not particularly clean. but valid js syntax) causes jshint to incorrectly report a syntax error.```var do_x. do_y. do_z;do_x = do_y = do_z = function(){ console.log('hello'); };if (true)    do_x(). do_y();else    do_z();```yield the following jshint errors:```test.js: line 7. col 1. expected an identifier and instead saw 'else'.test.js: line 7. col 1. expected an assignment or function call and instead saw an expression.test.js: line 7. col 5. missing semicolon.```,negative
jshint/jshint,jshint,2013-05-08T22:48:01Z,jshint + `"use strict";` results in spurious "'exports' is not defined." warnings. i'd like to apply both jshint and `"use strict";` to my node.js code. but when i do. jshint complains:```$ jshint .binfix.js: line 14. col 1. 'exports' is not defined.binfix.js: line 24. col 1. 'exports' is not defined.binfix.js: line 48. col 1. 'exports' is not defined.```,negative
jshint/jshint,jshint,2013-05-08T23:00:09Z,use `/*jshint node:true */` option.,positive
jshint/jshint,jshint,2013-05-09T03:30:44Z,antonkovalyov thanks again! all the warnings went away when i added `"node": true` to my `.jshintrc`!,positive
jshint/jshint,jshint,2013-05-09T12:42:04Z,unicode support is lacking. the following snippet is perfectly valid. but jshint chokes on the `x̄` and wrongly finds scope and syntax errors for the rest of the file.``` javascript var data = {    min: results[0].min.    max: results[0].max.    x̄: results[0].sum / results[0].count.    s: math.sqrt(variance).    n: results[0].count};```,negative
jshint/jshint,jshint,2013-05-09T16:44:24Z,we discussed this on the irc. thanks pal!,positive
jshint/jshint,jshint,2013-05-10T13:54:31Z,antonkovalyov sorry for bringing this up one again. but i can reproduce the incorrect warning w/ current master using spadgos' sample test code (see tmuellerleile/jshintaad230274ab52e95eed8a804c07f1ae903e99ade). would you mind taking another look at this?,negative
jshint/jshint,jshint,2013-05-10T16:31:41Z,support /*jshint shelljs:true*/. imo. it'd be rather useful to support shelljs through a single directive rather than allowing a bunch of globals.thoughts?,positive
jshint/jshint,jshint,2013-05-11T18:09:14Z,preface each warning with the name of the .jshintrc rule that turns it off. i like the laxcomma note. i think we can go further with this.in cases where warnings don't have real names. we can still advise `"-w07"`. etc.,neutral
jshint/jshint,jshint,2013-05-13T18:20:06Z,optionally warn about anonymous functions. when using anonymous functions instead of named function expressions or function declarations it will make stacktraces and code less readableit would be nice if jshint could warn about them.,neutral
jshint/jshint,jshint,2013-05-14T20:48:44Z,real name for all warnings in jshintrc (no more -w070 in every file. etc). hello.surprised i didn't find this issue floating around already. i think all warnings should be controllable via jshintrc; couldn't get this to work or find docs on it. have i missed something?- kenn,negative
jshint/jshint,jshint,2013-05-14T21:11:03Z,naming is hard. plus. named options sometimes combine multiple warnings. basically. if you find yourself adding lots of `-wxxx` comments ask yourself why do you need a linting tool at all if you ignore its warnings anyway.,neutral
jshint/jshint,jshint,2013-05-14T21:45:07Z,ok no names. but project-wide support for e.g. -w070 would be nice since it is a legacy ie warning. how about just the warning number in jshintrc?,positive
jshint/jshint,jshint,2013-05-15T14:45:48Z,(my answer to your rhetorical question is the usual: i am a highly multilingual programmer and need a community repository of js's issues so that i can program using my full capability while avoiding pitfalls specific to the language. and i need fine control over those warnings that do not apply to my project.),negative
jshint/jshint,jshint,2013-05-15T15:15:31Z,kennknowles have you tried something like `{ '-w070': true }`? is that too annoying?antonkovalyov it might be a good idea to clarify that this is how to enable number-options. i was trying to do the same thing a couple of months ago. and was stumped when `{ 'w070': false }` didn't work.,positive
jshint/jshint,jshint,2013-05-15T15:33:38Z,skalman thanks! that is exactly what i wanted. i mistakenly asked for "real names" when what i meant was "a name i can put in jshintrc". thinking that the -wxxx were only implemented in file-level comments. i was reading the code to discover just that functionality. or where to add it in my fork. when i found "es5".,negative
riot/riot,karma,2015-06-28T00:14:50Z,tipiirai . gianlucaguarini moved to new-tmpl branch. almost done. but i'm having problems with karma. maybe because intentional throws in test/specs/tmpl.js,negative
angular/angular.js,standard,2016-01-30T04:16:09Z,gkalpak thanks! also thanks for best practice stuff. i thought that was the standard for all services. will update!,positive
angular/angular.js,standard,2016-02-01T20:39:20Z,narretz that's great. as for the argument of 'further complicating the ddo api'. the api docs can be made to appear less complicated by adding a standard highlighted paragraph 'best practice'. which would recommend using these new bindings for inputs and `&` (or events?) for outputs.,positive
angular/angular.js,karma,2013-08-10T13:41:08Z,cannot run tests with karma commandline tool. not sure if this is supposed to work but running karma run karma.conf.js.the commandline tool expects the config to export a function.,neutral
dc-js/dc.js,jasmine,2014-02-19T18:59:25Z,ok jasmine test is up.. i am fairly new to jasmine so please let me know if any changes are needed,positive
getsentry/sentry,eslint,2015-12-10T23:59:40Z,implement missing translations triggered by eslint rule. cc mitsuhiko dcramer,neutral
istanbuljs/istanbuljs,istanbul,2017-06-16T06:40:37Z,thanks for the feedback :) hard to get one even in my company. where i introduced it few months ago.so the sorting is definitely a concern. although i hardly remember to ever use it. i left it broken. because i felt like there will be a better time to address this when i will implement it the _clean_ way.i haven't try this on mobile (iphone or android tablet) until you pointed out some issues on smaller screen. i saw the modal is in fact unpredictable. so i will try to find a better component or simply fallback to page reload.the summary with chart is based on some first idea that came to my head when i tried to make it "speak" to the reader something meaningful. _consumable_ at first glance. i agree it will be better to change the message and i already suppressed the animation for the [demo](). if you have any better idea for top section. please don't hesitate to share :),positive
istanbuljs/istanbuljs,istanbul,2017-06-28T16:58:29Z,i am having the same issue.  i found some fix that uses comments to ignore lines of code like /* istanbul ignore next */ but these do not work at all.,negative
DefinitelyTyped/DefinitelyTyped,standard,2016-07-29T00:21:04Z,note that installing the node typings also changes the standard javascript api and breaks my code. so definitely is not an option.,neutral
DefinitelyTyped/DefinitelyTyped,standard,2016-08-02T11:26:40Z,sadly they don't work with typescript 2's `npm install -- save types/ramda`. which will be standard soon,neutral
DefinitelyTyped/DefinitelyTyped,standard,2016-08-02T18:04:17Z,o.k. had a quick glance at the above:_ad 1)_ i will provide a follow-up comment. you are right this is not what i had hoped for either. but it came about after digging through the source code/tests and some of the patterns that surfaced there._ad 2)_ i am with you in principle on the type aliases for maintainability. the rationale why i stopped using some of the most pervasive ones. like your example `numeric` is as follows. each individual d3-module exports into the same `d3` **global** when used as a vanilla script (this is d3 as per mike's design). it also gets  re-exported as part of the standard d3 bundle. having `numeric` defined in each individual module. would create duplicate identifier problems. defining the semantically same type alias just with a slightly altered name in each module. is a path i did not want to go at the time (e. g. `pienumeric`. `arraynumeric` etc.) where i could define an alias that can reasonably be imported following a _proper d3 module dependency_. i have done so (e.g. `basetype` between **d3-selection** and **d3-transition**._ad 3)_ good catch. i believe. this can be generalized to a coercible-to-number. i'll check again and amend the pr._ad 4)_ correct. will add a chore to establish consistency and amend pr in follow-up.as for your added `d3-voronoi` hint. i think this should be something that can be carried over. i will do a sweep of the source code to check something related and if all goes well tighten up the interface.,negative
angular-ui/ui-mask,sauce,2016-01-06T14:48:17Z,closed and reopened to restart the travis build. the previous one failed due to a sauce labs issue.,negative
