stipsan/uikit-react,eslint,2016-08-07T12:53:11Z,stricter eslint rules,neutral
pghalliday/grunt-mocha-test,mocha,2013-06-19T15:35:49Z,i have restructured it to fit my development style a little. eg. i added a `vagrantfile` so i could use vagrant to do development in a vm with a known environment. also i moved some source files around to fit in with the coverage stuff so that i could more easily exclude the tests from being instrumented for coverage data (which i wouldn't want).i changed `readme.md` because i cut out all the browser related stuff which wouldn't work anyway.the important stuff i haven't changed - ie. the test files are the same and the source files are the same (just moved to `lib/src`)the old `node_runner.js` is no longer used so i removed it. instead i adjust the global object using `globals.js` and specify that with the mocha require option so that it gets run first.,negative
pghalliday/grunt-mocha-test,mocha,2013-06-20T08:26:58Z,the `baseurl` is important because the paths to the libraries change when they are dropped in `lib-cov` with coverage data. it may be possible to get rid of that and use paths relative to the root of the project if you instrument the source with blanket on the fly (as demonstrated in the `grunt-mocha-test` docs) but tbh i don't like doing that anymore as it can be tricky to set the pattern to match only your own source files. alternatively i think you can remove the `baseurl` and refer to libraries in the tests as `lib-cov/lib/src/main` etc as that is relative to the default `baseurl`. however the downside is that the tests could then only be run with coverage data and not from the original location.unfortunately the way blanket and the mocha coverage reporters work they don't really see files that are not touched at all. however if you ensure that all your source files are at least required at some point then that should ensure they are included in the report even if nothing in them is called as requiring a file evaluates it,neutral
pghalliday/grunt-mocha-test,mocha,2013-06-25T01:26:52Z,setting working directory. my tests need to be run from a different working directory than the one where my gruntfile resides. is there a way to run mocha through this plugin with a different working directory?,neutral
pghalliday/grunt-mocha-test,mocha,2013-06-25T10:35:59Z,not currently. if you have tests that depend on a particular path have you tried using an environment variable or something.i put things like this in `package.json` and run grunt using `npm test````...  "config": {    "home": "./mypath"  }.  "scripts": {    "test": "grunt"  }...```in my tests i can access the config using```var home = process.env.npm_package_config_home;```another option if you need your source to run in a different directory is to change the directory in the test before and after handlers using `process.chdir(directory)`worst case scenario you could use `spawn` or `exec` in your tests,neutral
pghalliday/grunt-mocha-test,mocha,2013-06-25T13:41:05Z,in my particular case process.chdir in my test setup file is a great solution. thanks!one thing i am stuck on now. though. is that when i do 'grunt mochatest' it does not return me to the command prompt after running through my tests. so. the tests run fine now but it seems like mochatest is just sitting there waiting for input. how can i get it to end the process once the tests are complete?,positive
pghalliday/grunt-mocha-test,mocha,2013-06-25T13:44:56Z,hmm. i haven't seen that before. is it possible that all the tests completed but there is still something running - like an http server still listening?,neutral
pghalliday/grunt-mocha-test,mocha,2013-06-25T18:08:10Z,actually my bad. i was mocking process.exit in one of my unit tests and never set it back to the original function. interesting that it worked when i ran mocha from the command line but not when i use grunt-mocha-test. regardless. an easy change on my side.thanks for the help once again!,negative
pghalliday/grunt-mocha-test,mocha,2013-06-25T18:24:19Z,hey man. yeah it works fine when running with mocha directly. i'll try to put together a some code and sent it your way!,positive
photonstorm/phaser,jshint,2014-06-09T21:47:19Z,the travis build fails on jshinting. but that's on another part of the code. my change lints perfectly :+1:,positive
strongloop/loopback-swagger,eslint,2017-06-07T13:18:31Z,update eslint config to the latest. fix #78,neutral
npm/npm,standard,2015-07-13T05:05:34Z,zkat i don't see how your proposal would help with the type of use cases most people need this feature for. how would anything be accomplished with a single shell command? something like `npm activate && standard` wouldn't work and is no improvement over the `npm-exec` ideas anyway.,positive
npm/npm,standard,2015-07-17T16:30:36Z,from a "newbie" perspective...i'm not a new developer. just new to nodejs.i have 4 projects i’m building on my dev server to help me learn nodejs.prior to starting these projects. i had preinstalled (via npm -g) all the module dependancies (because it just makes sense to me to centralize and standardize all my generic dependancies like express. jade bower...). these are not products that will be changed by me - ever - only updated from time to time).each project has only between 5 and 10 files and represent less than 1 mb per project. but because i need the node_modules in the project folders (even symlinks duplicate a lot). the projects each have their own sub-folder structure of node_modules.this makes the total number of files for all 4 projects to be 4.316 files and about 400mb.i think it's an issue when a few little projects take up hundreds of times more disk space than the actual project files - just to duplicate the same files over and over.,negative
mishoo/UglifyJS2,uglify,2013-06-27T08:16:32Z,i see what you did there.  in the first 5 iterations you're minifying only jquery.js. but in the rest you mix in jquery-ui too.  it behaves that way because uglifyjs tries to optimize the names it generates for local variables depending on number of occurrences for "unmangleable" characters.  for example. the word `function` appears quite often in js code. and we can't change this fact — therefore the letter `n` for instance is likely to appear more often than others. and if that's the case uglifyjs will prefer to use it for naming variables.  this of course is influenced by strings too. because they add unchangeable content.you can do a small test. edit `tools/node.js` (from the uglify-js source) and search for `compute_char_frequency()` — comment out that line. and re-run your test.currently there's no api to reset the char frequency counters. but i can easily add it.,negative
mishoo/UglifyJS2,uglify,2013-06-27T22:42:25Z,indeed - the frequency of letters in one file probably shouldn't matter when compressing another file... unless that's a feature for when you uglify separately and then concat and gzip.,neutral
mishoo/UglifyJS2,uglify,2013-07-03T13:07:36Z,is there any chance to fix this?,neutral
Netflix/falcor,coveralls,2015-09-26T18:10:24Z,sdesai this is the merge that is the precursor to rx becoming a devdependency.  if there is anything else that i need to do. let me know.  remember. if you look at the coveralls drop its around some sync functions which still need to be removed.,neutral
valor-software/ng2-dragula,karma,2016-11-11T23:36:47Z,i was able to get dragula to get rid of this error on the blank seed project but now i am getting the 'require is not defined' error while testing with karma.has anyone gotten the testing working with dragula on the angular 2 seed project with karma?,negative
testem/testem,mocha,2013-03-16T19:15:38Z,implemented with #182 :),neutral
testem/testem,istanbul,2016-06-28T14:02:14Z,you havent instrumented your code. unfortunatly instrumenting methods can very wildly so youll just have to do some googling.,neutral
mochajs/mocha,mocha,2013-03-17T23:57:19Z,include also files in `spec` folder by default?. mocha.js supports both tdd and bdd styles. in bdd documents are called specifications. not tests. putting "specifications" inside of folder called "test" looks a little strange. it would be nice if it would be possible to call that folder `spec` or `specs`. i.e. if mocha.js **by default** include not only files in `test` folder but also in `spec` folder.what do you think?,negative
mochajs/mocha,mocha,2013-03-19T07:51:28Z,this.timeout() inside describe() doesn't work for me. this below js snippet is from the mocha.js website docs. "suite specific timeouts":``` javascriptdescribe('a suite of tests'. function(){  this.timeout(500);  it('should take less than 500ms'. function(done){    settimeout(done. 300);  })  it('should take less than 500ms as well'. function(done){    settimeout(done. 200);  })})```this code example is a bit confusing. when i put the "this.timeout()" call like this i get:```c:\dev\github\alexlatchford\adfuser\src\test\api\v1\target_groups.js:274                this.timeout(0); // extend the timeout for this suite because we're insertin                     ^typeerror: object #<object> has no method 'timeout'    at c:\dev\github\alexlatchford\adfuser\src\test\api\v1\target_groups.js:274:8    at module.exports.suite.on.context.describe.context.context (c:\users\alatchford\appdata\roaming\npm\node_modules\mocha\lib\interfaces\bdd.js:72:7)    at c:\dev\github\alexlatchford\adfuser\src\test\api\v1\target_groups.js:272:2    at module.exports.suite.on.context.describe.context.context (c:\users\alatchford\appdata\roaming\npm\node_modules\mocha\lib\interfaces\bdd.js:72:7)    at object.<anonymous> (c:\dev\github\alexlatchford\adfuser\src\test\api\v1\target_groups.js:15:1)    at module._compile (module.js:449:26)    at object.module._extensions..js (module.js:467:10)    at module.load (module.js:356:32)    at function.module._load (module.js:312:12)    at module.require (module.js:362:17)    at require (module.js:378:17)    at mocha.loadfiles (c:\users\alatchford\appdata\roaming\npm\node_modules\mocha\lib\mocha.js:137:27)    at array.foreach (native)    at mocha.loadfiles (c:\users\alatchford\appdata\roaming\npm\node_modules\mocha\lib\mocha.js:134:14)    at mocha.run (c:\users\alatchford\appdata\roaming\npm\node_modules\mocha\lib\mocha.js:278:31)    at object.<anonymous> (c:\users\alatchford\appdata\roaming\npm\node_modules\mocha\bin\_mocha:324:7)    at module._compile (module.js:449:26)    at object.module._extensions..js (module.js:467:10)    at module.load (module.js:356:32)    at function.module._load (module.js:312:12)    at module.runmain (module.js:492:10)    at process.startup.processnexttick.process._tickcallback (node.js:245:9)```it works if i put it inside my before() for that group of tests. which incidentally was what i intended anyway. but i think either the docs need clarifying or the error message investigating :)cheers.alex,negative
mochajs/mocha,mocha,2013-03-19T13:33:42Z,web workers support. the environment in web workers is slightly different from the standard browser environment. `document` is not defined. the global object is `self` not `window`. and some extra apis are available. such as `filereadersync`. given these differences. it is desirable to be able to run test suites in a web worker environment.this change makes mocha work in web workers. most of it is changing `window` references in `support/tail.js`. i added a `postmessage` reporter that relays test results to the worker's "master" via `postmessage`. using the same format as the json reporter.i also added a test for web workers to the `browser/index.html` suite. unfortunately. this makes it fail when opened as a regular file in chrome. this can be worked around by opening it from a http server in chrome. or by running the browser tests in firefox.i hope that you will consider merging this pr. and i'll be happy to make any changes based on your feedback.,negative
mochajs/mocha,mocha,2013-03-20T20:29:56Z,--require expect.js doesn't work. hi. so when i include expect.js over the --require parameter. it doesn't work. i also tried putting this option on mocha.opts--require expect.jsbut i still getting "referenceerror: expect is not defined"does --require only work with should.js? or what do i missing?,neutral
mochajs/mocha,mocha,2013-03-22T20:35:50Z,likely something to do with your test/app code and not mocha itself (are you trapping sigint for anything?). not much i can do without a reproducible script but re-open if you can determine that it is mocha not your scripts,neutral
mochajs/mocha,mocha,2013-03-22T23:59:34Z,seems more like a node issue not mocha. all my test suites use supertest but they're fine. that .close() shouldn't really be hanging anyway. i can't see why it would be. that's unrelated though,positive
mochajs/mocha,mocha,2013-03-25T20:11:10Z,the `--require` option doesn't inject/define variable(s) for you. what the `--require` option does for you is (excuse the crude example):``` jsrequire('expect');[ your code here ]```not:``` jsvar expect = require('expect');[ your code here ]```,neutral
mochajs/mocha,mocha,2013-03-25T21:53:24Z,so. what would it be good for? except for including "should.js" on the tests,neutral
mochajs/mocha,mocha,2013-03-26T02:55:00Z,it's not good for much other than should really haha. i would remove it now if people weren't already using it,neutral
mochajs/mocha,mocha,2013-03-26T12:18:29Z,nice work. jaredwinick! it would be great to have closer parity between the runner interfaces.one thing you can do to help get this merged: move your change into the `lib/interfaces/tdd.js` source file (`mocha.js` is a built file--you invoke `make` to generate it).if you're busy. i'd be happy to open a new pull request with this change. but i thought you might want a chance to fix it.,positive
mochajs/mocha,mocha,2013-03-31T03:20:05Z,fix typo.. changed `mcoha` to `mocha`. github apparently added a newline to the end of the file automatically too.,neutral
mochajs/mocha,mocha,2013-04-02T23:50:40Z,converted this to a pull-request that gets mocha to ~2-3x slower than jasmine via low-hanging fruit. the slow part now is the dom manipulation in the html reporter.,negative
mochajs/mocha,mocha,2013-04-03T00:11:02Z,highlight something in red on failures. to make it more obvious without wasting eye-movement effort to look at the count haha. i prefer github.com/visionmedia/mocha-matrix for this reason but it's not a good fit as a default,negative
mochajs/mocha,mocha,2013-04-05T21:01:56Z,i'd like to see this merged in. ideally with a command line switch to enable/disable the behavior. alternatively. a "words" diff could be done and then. if that doesn't actually show any differences. a chars diff done. it's rather frustrating for mocha to report that the actual and expected were difference. but then not show any actual difference in the output.,neutral
mochajs/mocha,sauce,2016-07-01T05:06:35Z,expand ie matrix. saucelabs should test ie9. ie10. ie11,neutral
mochajs/mocha,eslint,2017-06-12T23:06:35Z,what exactly is this fixing? the current code is not having any problems with eslint that i can tell; the changes. at a glance. appear to be all semicolon removals. but our eslint configuration *requires* semicolons rather than the other way around.,negative
mochajs/mocha,karma,2016-06-29T04:22:17Z,upgrade karma. closes #2338,neutral
dfahlander/Dexie.js,karma,2016-05-10T23:26:07Z,zone.js and polyfill are being loaded through a script tag. dexie is being loaded through external modules via browserify.okay. so it appears that i currently can only reproduce this issue when i'm running it isolated in a karma/jasmine unit test.  i do not see the same issue when running my actual ng2 application.  i currently cannot even speculate as to why…,negative
bcoe/sandcastle,mocha,2014-06-11T08:52:23Z,bcoe i'm buzzy this week and will look into the readme example and the tests during the weekend. for another project i'm using  along with mocha to generate test coverage reports on the fly which is extremely helpful while writing the tests. i will add it to my fork and send you another pull request if i have enough time ;),positive
sitespeedio/sitespeed.io,selenium,2015-04-17T16:46:59Z,hey guys.i did try using the selenium standalone server apparently i still see the timeout issue. could you please provide your suggestion?-dennis,positive
bpmn-io/diagram-js,karma,2015-03-13T13:47:25Z,chore(dependencies): upgrade karma-browserify. this upgrade is necessary to run the tests on windows machines,negative
teerapap/grunt-protractor-runner,selenium,2015-02-13T00:31:16Z,i'm also experiencing this issue.  it only happens on windows and the only solution i've found is to set `keepalive` to true.  the downside with that solution is that it leaves the selenium process running.,neutral
ipfs/js-ipfs,uglify,2017-12-14T14:55:18Z,should we not aim to make the code easily optimized with existing tools like uglify and tree-shaking rather than spending efforts modularizing everything? even if we modularize everything. dead-code elimination would remove more code from the bundle than we could do when creating multiple modules.remember. we used to do this with libp2p bundles. but in the end put them together as they were not very heavily used separately. although. i agree that the http api/gateway should not be bundled by default. but rather a separate module that would include `js-ipfs`.,neutral
chentsulin/electron-react-boilerplate,standard,2017-05-31T17:53:13Z,amilajack thanks for your reply! well. it was basically that i had to remove all these type annotations. if you have to do this. cherry-picking the boilerplate is a bit more work than just copy-pasting the code. not a big deal. but i guess there's not that many flow users out there. i myself prefer to stick to stuff that's standardized and am quite reluctant with picking up frameworks that may vanish or become unmaintained quickly. so. for me es6 is the way to go. even if i clearly see the benefits of strong typing.regarding the complex examples: that would be awesome. and i already saw that you're planning to provide a redux sample. awesome! this whole ipc stuff makes things quite complicated.,positive
chentsulin/electron-react-boilerplate,uglify,2018-02-17T15:56:13Z,sorry to highjack this issue again. but why was babili removed in favour of uglifyjs?,negative
AnalyticalGraphicsInc/cesium,eslint,2018-01-03T15:54:18Z,there are a couple eslint errors.,neutral
AnalyticalGraphicsInc/cesium,eslint,2018-01-11T15:39:45Z,hpinkos updated. ci didn't run for some reason. but eslint and tests are passing.,neutral
pinterest/esprint,eslint,2017-08-08T16:11:27Z,basically the one provided by `lint-staged` docs. but with `esprint` instead of `eslint`:```{  "scripts": {    "precommit": "lint-staged"  }.  "lint-staged": {    "*.js": ["esprint check"]  }}```using `esprint` still lint all files in the folder. while using `eslint` lint only staged files.,neutral
pinterest/esprint,eslint,2017-08-15T15:16:59Z,merge esprint into eslint. esprint is the tool that eslint needed to be usable in a fast development workflow. it speeds up a lot the work.that why i think it would be an awesome addition to eslint itself. it would improve the life of many dev and would faster a lot it's daily usage.it could be available via a `--watch` option. like what is available for jest.,positive
redfin/react-server,mocha,2016-08-12T19:32:55Z,mocha is not installed in any `node_modules` folder. i checked the docs for lerna. and this seems to be by design. from their readme:> note that devdependencies providing "binary" executables that are used by npm scripts still need to be installed directly in each package where they're used.they recommend pulling up the dependency to the root repo.not sure why it works for you on linux. maybe you have mocha installed globally?,neutral
redfin/react-server,eslint,2016-07-19T18:14:55Z,slim down deps. - use eslint- ditch ava,neutral
redfin/react-server,eslint,2016-07-19T22:44:24Z,run eslint on components directory. too. missed this one.,neutral
redfin/react-server,eslint,2016-07-29T20:42:32Z,this is actually failing ci.  must be some change to eslint behavior.,negative
redfin/react-server,eslint,2016-08-03T18:16:24Z,lint the generator with eslint. use consistent rules with the rest of the repo.note that this required changing to babel's eslint parser to handle the asyncfunctions in the generator tests.,neutral
redfin/react-server,eslint,2016-08-03T20:28:50Z,doug-wade,neutral
redfin/react-server,eslint,2016-08-03T21:09:41Z,lgtm ⛵,neutral
redfin/react-server,eslint,2016-08-12T19:08:17Z,thanks doug-wade.  dropping the `enhancement` label here.  doesn't improve the functionality of the plugin.  does clean it up nicely. though!  do we need a `devdependency` on `eslint` here. since it's using the binary?,positive
redfin/react-server,eslint,2016-08-12T19:42:49Z,gigabo it uses the eslint at the monorepo root. which we prefer because it keeps bootstrap times and disk utilisation low,neutral
GoogleCloudPlatform/nodejs-docs-samples,jshint,2015-10-01T15:29:43Z,fix jshint ignore rules. add run script,neutral
calvinmetcalf/catiline,sauce,2013-07-17T18:21:50Z,opera tests. for some reason the opera tests are failing in strange ways. i think this might be an issue with opera and saucelabs and or mocha so will have to investigate.,negative
calvinmetcalf/catiline,sauce,2013-07-18T10:40:19Z,opera passes the tests if i manually go to,neutral
calvinmetcalf/catiline,sauce,2013-07-18T12:34:04Z,this effects manually viewing the page in saucelabs so we can rule out most of the test runners. but just for fun it doesn't happen when the developer tools are open.,positive
calvinmetcalf/catiline,sauce,2013-07-26T17:37:42Z,and opera now passes for some reason,neutral
avajs/ava,coveralls,2015-11-23T22:55:21Z,fix coverage. due to nyc defaults. we were missing coverage on lib/test.jsi also added `npm run coverage` as a build target. which is for useon developer machines. it launches a browser window with coveragefrom the last run.we no longer need nyc ~~or coveralls~~ as dev dependencies. `tap` handlesit all for us magically.`maintaining.md` updated to reflect all these changes.also - i dropped coverage from the windows tests. we don't need to make appveyor any slower.,neutral
avajs/ava,coveralls,2015-11-24T03:07:01Z,:+1:,neutral
yahoo/express-yui,jshint,2013-11-21T17:06:37Z,fix jshint npm script to work on windows. files in `node_modules\.bin` don´t work correctly in npm scripts on windows. also. jshint has trouble parsing paths containing `*.js`. but the good thing is that internally it checks the file extension.,negative
yahoo/express-yui,jshint,2013-11-21T18:12:40Z,+1,neutral
yandex-ui/noscript,karma,2014-06-09T08:29:04Z,сделай issue. я покопаюkarma тут не причем. это делает mocha или ассертер,neutral
Modernizr/Modernizr,sauce,2014-01-29T17:22:12Z,~~i would be a :-1: on this. since browserstack uses emulators for mobile. and saucelabs doesn't.~~_edit: i was wrong. thanks nakula!_,negative
Modernizr/Modernizr,sauce,2014-01-30T03:18:33Z,yeah i contacted the browserstack peeps over email after getting super frustrated with saucelabs failing randomly on a new browser everytime i ran the test suite. wanted to see if the same setup was possible with browserstack. didn't expect a pr so that's awesome.,positive
yui/shifter,jshint,2013-03-17T22:16:03Z,yeah. you're spot on dave. i switched lint to preferred. performed a "shifter" build in the respective directories. and those errors that were described with a "shifter --walk" in the parent directory. appeared.i have a .jshintrc lint configuration on the parent directory. how do i get a "shifter" build to pick up the configuration file?,negative
yui/shifter,jshint,2013-03-20T14:08:42Z,it should be `shifter --lint config` not `shifter --lint .jshintrc`. when you use `config` it will search up the dir tree looking for a .jshintrc file.,neutral
walmartlabs/eslint-config-defaults,eslint,2016-02-09T22:40:58Z,add babel-eslint to walmart config. closes #52,neutral
walmartlabs/eslint-config-defaults,eslint,2016-02-09T22:45:27Z,baer -- lgtm!,neutral
walmartlabs/eslint-config-defaults,eslint,2016-02-16T08:26:47Z,i do this inside a project folder:```c:\users\username\appdata\roaming\npm\eslint.cmd --config .eslintrc.json --format compact .```got the same issue with eslint-config-google. is there a workaroung for now? can't use eslint for my projects... use windows 10 64bit. if you need more info. let me know it. or whether i have to create the comment to another repo.,negative
walmartlabs/eslint-config-defaults,eslint,2016-02-16T10:56:56Z,chris2011 -- try a local install of `eslint` in your project:``` sh$ npm install eslint --save-dev```then add an `npm` `scripts` command like:``` js"lint": "eslint --config .eslintrc.json --format compact ."```then try:``` sh$ npm run lint```in your project and see if that works?,neutral
walmartlabs/eslint-config-defaults,eslint,2016-02-16T12:31:53Z,ok this works. after i changed my .eslintrc.json file. because my json file looked like:``` json{   "extends": "google"}```thx.,neutral
edwellbrook/node-tvdb,eslint,2017-02-27T23:15:35Z,added method to get series posters. tests & eslinted. i'm in need of this functionality now. and i can't really wait for thisispete to respond to #79 . so i completed the outstanding tasks (tests & eslint) myself. and cleaned up his code a bit.,positive
edwellbrook/node-tvdb,eslint,2017-02-27T23:26:44Z,fantastic! thanks for the amazingly fast response!,positive
react-boilerplate/react-boilerplate,eslint,2016-06-22T15:03:26Z,mxstbr i've just checked the repository and could not find any mention of `.eslintignore` file. can you point me to it?,neutral
react-boilerplate/react-boilerplate,eslint,2016-07-02T10:18:41Z,extract tool configs (eslint and others) from package.json. currently configs for eslint and stylelint are located in package.json.this approach helps to reduce amount of dotfiles. but it also hides configuration from some ides and editors.for example. idea family of editors (i use pycharm) support editorconfig. linters and other stuff. but it doesn't look into package.json for configuration.extracting tool configs from package.json will make this starter kit more flexible and portable.,neutral
react-boilerplate/react-boilerplate,eslint,2016-07-02T10:38:27Z,this was a conscious decision we made. we favor a clean root folder over exposing all of those configurations.if your editor does not support it. changing it back to the old dotfile layout is a few copy-and-pastes away!,positive
react-boilerplate/react-boilerplate,eslint,2016-07-02T10:45:33Z,mxstbr that's exactly what i've done. :)then. probably analize results should be put into some separate folder instead of root of the project..,neutral
react-boilerplate/react-boilerplate,eslint,2016-07-08T20:14:23Z,es6 class generator eslint disable. the generator for creating components with es6 classes could directly set the `// eslint-disable-line react/prefer-stateless-function` flag so there wouldn't be the need to do it it manually every time.,negative
react-boilerplate/react-boilerplate,eslint,2016-07-08T20:20:20Z,great idea :sparkles:would you consider submitting a pr?,positive
react-boilerplate/react-boilerplate,eslint,2016-07-08T20:25:13Z,es6 class eslint disabling. adding the flag for disabling eslint on es6 classes,neutral
react-boilerplate/react-boilerplate,eslint,2016-07-08T20:26:13Z,jap made pr #685 - had to change only for the components in the container generator it's already present.,neutral
react-boilerplate/react-boilerplate,eslint,2016-07-09T08:47:24Z,thank you braunreuthera!closes #684,neutral
react-boilerplate/react-boilerplate,eslint,2016-07-09T08:48:07Z,done in #685. thanks so much braunreuthera!,positive
react-boilerplate/react-boilerplate,karma,2016-07-11T10:52:39Z,feat(ci): add bitbucket pipelines support. create the yml file to configure bitbucket pipelines with a customdocker image for karma,neutral
react-boilerplate/react-boilerplate,karma,2016-07-13T08:16:13Z,this is great belgac!i don't want to add the file by default since not everybody will want to have it. but this is an amazing reference. would you mind submitting a pr that adds that to the documentation? (faq) thanks so much!,positive
assaf/zombie,mocha,2013-06-10T16:41:58Z,thanks assaf. is there a way to print out the dom to confirm this? i've not been able to do this. in my view. this is a critical feature for testing data-driven. single page web apps as dom updates based on ajax calls is common. your api design is good and it's a nice workflow to debug tests with mocha in my ide. unfortunately. this is pretty critical for the work i'm doing atm. thanks. peter,positive
FormidableLabs/webpack-dashboard,eslint,2017-10-10T03:40:20Z,add basic tests + various infrastructure.. * fixes #205 * add the most minimal skeleton tests to import most files and check for rudimentary breakage.* make `bin/webpack-dashboard.js` exportable in addition to being a script.* follow-on real test ticket at #207 * update eslintrc to use `arrow-parens: [error. as-needed]`/cc kenwheeler tptee carlospaelinck,negative
FormidableLabs/webpack-dashboard,eslint,2017-10-10T12:34:16Z,.,neutral
MithrilJS/mithril.js,eslint,2017-03-07T11:25:53Z,pygy that one's slightly stalled. and i'm handling any merge conflicts that come up. so any conflicts you run into with that. you can just ignore. it's not actually changing functionality of anything beyond the `.eslintignore` and a couple rules.,negative
MithrilJS/mithril.js,eslint,2017-03-11T10:10:37Z,workaround:```js  const possibilities = math.pow(colours. slots); // eslint-disable-line no-restricted-properties```,neutral
pouchdb/pouchdb-server,selenium,2014-07-10T00:33:34Z,(#55) - add firefox/phantom to allowed failures. something changed recently so selenium is not working in travis.  i have no idea what it is. but all the tests recently are failing with "unable to connect to selenium."  the node tests are good enough. especially since pouchdb tests everything else anyway. so i think this is fine.,negative
pouchdb/pouchdb-server,selenium,2014-07-10T01:01:30Z,ah crap. but now selenium is busted.,negative
pouchdb/pouchdb-server,selenium,2014-07-12T02:02:28Z,timebombed,neutral
TryGhost/Ignition,eslint,2017-08-08T13:01:41Z,used full paths for tools in npm scripts. no issue- this means i don't have to have mocha & eslint installed globally,neutral
TryGhost/Ignition,eslint,2017-08-08T13:11:56Z,it complained about no eslint & this is how we do this in every other project - hence i added it. might be that i hadn't run npm install tho 🤔,neutral
TryGhost/Ignition,eslint,2017-08-09T19:21:14Z,this didn't work in the past (> 1 year ago) but was added to npm  .,neutral
apache/cordova-ios,eslint,2017-08-08T22:55:59Z,eslint errors.,neutral
apache/cordova-ios,eslint,2017-08-11T00:28:26Z,please run `npm install && npm run eslint`. then fix the eslint issues and commit them.,neutral
techfort/LokiJS,karma,2015-04-28T10:04:59Z,gkuchan sorry for the long delay on this. the whole testing framework has been moved over to `karma`. which in the end is similar to what you were asking. it may even be that we move over to `mocha` soon. thanks for flagging this a long time ago.,negative
techfort/LokiJS,jshint,2015-05-30T19:22:50Z,ok. done. and passes jshint,neutral
fernando-mc/serverless-finch,mocha,2018-03-01T13:28:26Z,i would also add that linting would be a positive addition to automated testing. close to 100% of the prs are riddled with what would be pretty easily classifiable as style violations. currently these all involve manual call-outs. any of the dozens of popular linters can make this a one-line change.```"scripts": {  "pretest": "standard".  "test": "mocha test".}```,positive
fernando-mc/serverless-finch,mocha,2018-03-03T16:15:36Z,choosing a testing framework. the current setup is mocha. i'm fine with that. but does anyone feel strongly that we use something else?(split out of #29 per fernando-mc's suggestion),positive
fernando-mc/serverless-finch,mocha,2018-03-12T02:19:36Z,linusmarco mocha it is.,neutral
baconjs/bacon.js,jasmine,2013-03-03T10:56:45Z,i'd also suggest that all the external lib for testing e.g. `lib/jquery.js`. `browsertest/lib/jasmine.js` should be put in a unified folder,neutral
matrix-org/matrix-react-sdk,eslint,2017-02-02T10:54:31Z,reinstate max-len lint configs. apparenltly setting the ignorepattern on max-len (as per cf049f2) makes eslintforget the `ignorecomments` and `code` settings from js-sdk. so reinstatethese.,neutral
matrix-org/matrix-react-sdk,eslint,2017-02-16T11:20:25Z,fix eslint's no-invalid-this rule for class properties,neutral
matrix-org/matrix-react-sdk,eslint,2017-02-16T11:41:51Z,matrixbot test this please,positive
nathanboktae/mocha-phantomjs,mocha,2015-08-18T19:55:11Z,mocha.process.stdout not working properly?. except when using json as reporter. i believe the mocha.process.stdout isn't working properly. for example in the mocha-phantomjs.coffee. even if i comment out the following code:page.onconsolemessage = (msg) -> system.stdout.writeline(msg)i should still see the test results from the following right?    page.oncallback = (data) =>      if data?.hasownproperty 'mocha.process.stdout.write'        output.write data['mocha.process.stdout.write']but instead. all test results / client side console messages seem to be getting captured by the  browser console. if i comment out the first line. nothing gets output on my terminal. (except when using json. json outputs fine) i'm trying to do this since the application i'm testing has a lot of noise on the client side (events firing. etc.) and i want to be able to block them out in my tests. also i believe this is causing all the test output to have no color formatting (green / red colors). just wondering. where is the code exactly telling mocha to output to mocha.process.stdout? i tried looking in individual reporter files but they all have the regular process.stdout.,negative
nathanboktae/mocha-phantomjs,mocha,2015-08-19T01:56:20Z,see #114. #189. #161 . tl;dr is like you found that moat mocha reporters use `console.log` so its impractical to separate the noise out.,neutral
nathanboktae/mocha-phantomjs,mocha,2015-08-25T14:40:51Z,+1,neutral
ElemeFE/vue-amap,eslint,2017-09-26T07:16:31Z,eslintglobals: {'amap': true.'amapui': true},positive
socketio/engine.io,mocha,2013-04-19T23:32:03Z,the errors.out and non-server from common.js are now extracted.,neutral
typicode/husky,standard,2017-02-14T13:15:40Z,there is another issue with the current hook names. say you have an npm script called `commit`. then if you define a husky hook "precommit" and run `npm run commit` npm will also automatically execute `precommit` just because of the way npm-scripts work. is it possible to workaround this situation without renaming the `commit` script?,neutral
typicode/husky,standard,2017-02-14T15:31:41Z,wizardzloy there is no way to workaround it right now,neutral
marionettejs/backbone.marionette,coveralls,2014-07-16T03:50:53Z,some day,neutral
marionettejs/backbone.marionette,coveralls,2014-07-20T01:45:34Z,:metal:,neutral
kriskowal/q,mocha,2013-04-08T20:41:06Z,great! i am using q with mocha and phantomjs. and also in my application in parallel load synchronization.,positive
open-xml-templating/docxtemplater,jasmine,2014-04-21T14:39:04Z,doesn't install. hi! i have a problem again.module doesn't install.error depends on jasmine.if i try to install as my user ```npm err! error rolling back error: eacces. unlink '/usr/bin/jasmine-node'```if i try to install as root```npm err! error: attempt to unlock jasmine-node. which hasn't been locked```also. a co-worker of mine has tried install node.js and docxtemplater at the clean system. and docxtemplater didn't install. but other modules (for example express) has been installed successfully.any suggestions?,negative
open-xml-templating/docxtemplater,jasmine,2014-04-22T05:41:16Z,thank you!,positive
nteract/nteract,mocha,2016-03-04T19:07:07Z,it's a start.  we still need to get electron-mocha using electron-compile instead of babel.  once we do that i'll be able to check the contents of the spawned window for `.cell` !!  this should catch lots of bugs before they appear.,neutral
nteract/nteract,mocha,2016-03-12T19:41:41Z,aka electron-compile working on electron-mocha,neutral
